bigg_id,name,reaction_string,ec_numbers
DXS,1-deoxy-D-xylulose-5-phosphate synthase,g3p_h + h_h + pyr_h <-> co2_h + dxyl5p_h,2.2.1.7
FPPSh,"Farnesyl pyrophosphate synthase, chloroplast",grdp_h + ipdp_h <-> frdp_h + h_h + ppi_h,2.5.1.10
GGDR,Geranylgeranyl diphosphate reductase,ggdp_h + 3.0 h_h + 3.0 nadph_h <-> 3.0 nadp_h + phdp_h,1.3.1.83
GPPSh,"Geranyl pyrophosphate synthase, chloroplast",dmpp_h + ipdp_h <-> grdp_h + h_h + ppi_h,2.5.1.1
HDS,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase,2mecdp_h + protdt_h <-> h_h + h2mb4p_h + h2o_h + protds_h,1.17.4.3
HPT,Homogentisate phytyltransferase,hgentis_h + phdp_h <-> co2_h + 2m6phol_h + ppi_h,2.5.1.115
IDS1,Isopentenyl-diphosphate synthase,h_h + h2mb4p_h + nadph_h <-> h2o_h + ipdp_h + nadp_h,1.17.1.2
LTHSTRLOR,"Lathosterol, NADPH:oxygen 5-oxidoreductase",h_c + lthstrl_c + nadph_c + o2_c <-> 7dhchsterol_c + 2.0 h2o_c + nadp_c,1.14.21.6
MERGTROLR,"4alpha-methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol reductase",h_c + mergtrol_c + nadph_c <-> mfecostrl_c + nadp_c,1.3.1.70
MPQMT,2-methyl-6-phytylquinol methyltransferase,amet_h + 2m6phol_h <-> ahcys_h + 23dmphol_h + h_h,2.1.1.295
OBFOOLOR,"Obtusifoliol,NADPH:oxygen oxidoreductase (14-methyl cleaving)",2.0 h_c + 3.0 nadph_c + 3.0 o2_c + obfool_c <-> for_c + 4.0 h2o_c + mergtrol_c + 3.0 nadp_c,1.14.13.70
PSPPS,Presqualene-diphosphate synthase,2.0 frdp_c <-> ppi_c + psqldp_c,2.5.1.103; 2.5.1.21; 2.5.1.96
SS,Squalene synthase,h_c + nadph_c + psqldp_c <-> nadp_c + ppi_c + sql_c,1.3.1.96; 2.5.1.21
TCYG,Tocopherol cyclase (gamma),23dmphol_h <-> gtocophe_h,5.5.1.24
TMTD,Delta-tocopherol methyltransferase,amet_h + dtocophe_h <-> ahcys_h + bvite_h + h_h,2.1.1.95
COA1819ZD9DS,Stearoyl-CoA delta9-desaturase,2.0 focytb5_c + 2.0 h_c + o2_c + stcoa_c <-> 2.0 ficytb5_c + 2.0 h2o_c + ocdce9coa_c,1.14.19.1
FACOAE1829Z12Z,"Linoleoyl-CoA hydrolase (18:2(9Z,12Z))",h2o_c + lnlccoa_c <-> coa_c + h_c + lnlc_c,3.1.2; 3.1.2.2
FACOAE1839Z12Z15Z,"Alpha-Linolenoyl-CoA hydrolase (18:3(9Z,12Z,15Z))",h2o_c + lnlncacoa_c <-> coa_c + h_c + lnlnca_c,3.1.2.2
HBNOx,"3-Hydroxybutanoate:NAD+ oxidoreductase, glyoxysome",bhb_x + nad_x <-> acac_x + h_x + nadh_x,1.1.1.30
SSNOh,"Succinate-semialdehyde:NAD+ oxidoreductase, chloroplast",h2o_h + nad_h + sucsal_h <-> 2.0 h_h + nadh_h + succ_h,1.2.1.16; 1.2.1.24
GAPDH_nadp_hi,Glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating),13dpg_h + h_h + nadph_h <-> g3p_h + nadp_h + pi_h,1.2.1.13; 1.2.1.59
HCO3Ehi,"Carbonate dehydratase (HCO3 equilibration reaction), irreversible, chloroplast",h_h + hco3_h <-> co2_h + h2o_h,4.2.1.1
MDH_nadp_hi,Malate dehydrogenase (NADP+),h_h + nadph_h + oaa_h <-> mal__L_h + nadp_h,1.1.1.299; 1.1.1.82
PRUK_1,Phosphoribulokinase,atp_h + ru5p__D_h <-> adp_h + h_h + rb15bp_h,2.7.1.19
SBP_1,Sedoheptulose-bisphosphatase,h2o_h + s17bp_h <-> pi_h + s7p_h,3.1.3.11; 3.1.3.37
MDHC_nadp_hr,Malate dehydrogenase (oxaloacetate decarboxylating) (NADP+),mal__L_h + nadp_h <-> co2_h + nadph_h + pyr_h,1.1.1.40
ANXANASCOR,Antheraxanthin:ascorbate oxidoreductase,anxan_u + ascb__L_u <-> dhdascb_u + h2o_u + zeax_u,1.23.5.1
CHYA1,Alpha-carotene hydroxylase (zeinoxanthin forming),acaro_u + h_u + nadph_u + o2_u <-> h2o_u + nadp_u + zxan_u,1.14.99
CHYA2,Alpha-carotene hydroxylase (alpha-cryptoxanthin forming),acaro_u + h_u + nadph_u + o2_u <-> crpxan_u + h2o_u + nadp_u,1.14.99
CXHY,Cryptoxanthin hydroxylase,crpxan_u + h_u + nadph_u + o2_u <-> h2o_u + lut_u + nadp_u,1.14.99.45
LCYB,Lycopene cyclase (beta-carotene producing),gcarote_u <-> caro_u,5.5.1.19
LCYD,Lycopene cyclase (delta-carotene producing),lycop_h <-> dcaro_h,5.5.1.18
LCYE,Lycopene cyclase (epsilon-carotene producing),dcaro_h <-> ecaro_h,5.5.1.18
LCYG,Lycopene cyclase (gamma-carotene producing),lycop_h <-> gcarote_h,5.5.1.19
NEOXANS,Neoxanthin synthase,vioxan_u <-> neoxan_u,5.3.99.9
VIOXANOR,Violaxanthin:ascorbate oxidoreductase,ascb__L_u + vioxan_u <-> anxan_u + dhdascb_u + h2o_u,1.23.5.1
ZAXANOR,"Zeaxanthin,NADH:oxygen oxidoreductase",h_u + nadph_u + o2_u + zeax_u <-> anxan_u + h2o_u + nadp_u,1.14.13.90
ZHY,Zeinoxanthin hydroxylase,h_u + nadph_u + o2_u + zxan_u <-> h2o_u + lut_u + nadp_u,1.14.99.45
3SPYRSPh,"3-sulfinopyruvate hydrolase (spontaneous), chloroplast",3snpyr_h + h2o_h <-> so3_h + pyr_h,3.13.1
3SPYRSPm_1,"3-sulfinopyruvate hydrolase (spontaneous), mitochondria",3snpyr_m + h2o_m <-> so3_m + pyr_m,3.13.1
ACSERSULL,"O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), cytosol",acser_c + tsul_c <-> ac_c + h_c + scys__L_c,2.5.1.47
ACSERSULLh,"O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), chloroplast",acser_h + tsul_h <-> ac_h + h_h + scys__L_h,2.5.1.47
SHSL1h,O-Succinyl-L-homoserine succinate-lyase (adding cysteine),cys__L_h + suchms_h <-> cyst__L_h + h_h + succ_h,2.5.1.48
AATG,"Aspartate aminotransferase, glutamate forming",3sala_h + akg_h <-> 3snpyr_h + glu__L_h,2.6.1.1
AATGm,"Aspartate aminotransferase, glutamate forming, mitochondria",3sala_m + akg_m <-> 3snpyr_m + glu__L_m,2.6.1.1
CTINBL,"Cystathionine beta-lyase, cystine",h2o_h + cysi__L_h <-> nh4_h + pyr_h + thcys_h,4.4.1.1; 4.4.1.8; 4.4.1.
CYSATm,"Aspartate aminotransferase, cysteine forming",glu__L_m + mercppyr_m <-> akg_m + cys__L_m,2.6.1.1; 2.6.1.3
CYSAT,"Aspartate aminotransferase, cysteine forming, mitochondria",glu__L_h + mercppyr_h <-> akg_h + cys__L_h,2.6.1.1; 2.6.1.3
CYSDO,Cysteine dioxygenase,cys__L_h + o2_h <-> 3sala_h + h_h,1.13.11.20
CYSS_1,Cysteine synthase,acser_h + h2s_h <-> ac_h + cys__L_h,2.5.1.47; 2.5.1.65
CYSTBL,Cystathionine beta-lyase,h_h + h2s_h + nh4_h + pyr_h <-> cys__L_h + h2o_h,4.4.1.1; 4.4.1.28; 4.4.1.8
DDMCITALOR,Didemethylcitalopram:oxygen oxidoreductase (deaminating),ddmcital_c + h2o_c + o2_c <-> citalald_c + h2o2_c + nh4_c,1.4.3.4
DMCITALOR,Demethylcitalopram:oxygen oxidoreductase (deaminating),dmcital_c + h2o_c + o2_c <-> citalald_c + h2o2_c + mma_c,1.4.3.4
LIDOAMH,Lidocaine amidohydrolase,h2o_e + lido_e <-> 26dmani_e + degly_e + h_e,3.1.1.1
56DH5FLURAAMH,"5,6-dihydro-5-fluorouracil amidohydrolase",56dh5flura_c + h_c + h2o_c <-> aflburppa_c,3.5.2.2
6MPURPRT,6-mercaptopurine phosphoribosyltransferase,6mpur_c + prpp_c <-> 6tins5mp_c + ppi_c,2.4.2.8
6TINS5MPOR,6-thioinosine 5'-monophosphate:NAD oxidoreductase,6tins5mp_c + h2o_c + nad_c <-> 6txan5mp_c + h_c + nadh_c,1.1.1.205
6TXAN5MPAML,6-thioxanthine 5'-monophosphate:L-glutamine amido-ligase,6txan5mp_c + atp_c + gln__L_c + h2o_c <-> 6tgsnmp_c + amp_c + glu__L_c + 2.0 h_c + ppi_c,6.3.5.2
AFLBURPPAAMH,Alpha-fluoro-beta-ureidopropionic acid amidohydrolase,aflburppa_c + h_c + h2o_c <-> aflbala_c + co2_c + nh4_c,3.5.1.6
3HAD100_1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),3hdecACP_h <-> h2o_h + tdec2eACP_h,2.3.1.-; 2.3.1.85; 2.3.1.86; 4.2.1.58; 4.2.1.59; 4.2.1.60; 4.2.1.61
3HAD140_1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),3hmrsACP_h <-> h2o_h + tmrs2eACP_h,2.3.1.-; 2.3.1.85; 2.3.1.86; 4.2.1.59; 4.2.1.61
3HAD160_1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),3hpalmACP_h <-> h2o_h + tpalm2eACP_h,2.3.1.-; 2.3.1.85; 2.3.1.86; 4.2.1.59; 4.2.1.61
3HAD40_1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),3hbutACP_h <-> but2eACP_h + h2o_h,2.3.1.-; 2.3.1.85; 2.3.1.86; 4.2.1.58; 4.2.1.59
3HAD80_1,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0),3hoctACP_h <-> h2o_h + toct2eACP_h,2.3.1.-; 2.3.1.85; 2.3.1.86; 4.2.1.58; 4.2.1.59; 4.2.1.61
3OAR140_1,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),3omrsACP_h + h_h + nadph_h <-> 3hmrsACP_h + nadp_h,1.1.1.100; 2.3.1.-; 2.3.1.85; 2.3.1.86
3OAR160_1,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),3opalmACP_h + h_h + nadph_h <-> 3hpalmACP_h + nadp_h,1.1.1.100; 2.3.1.-; 2.3.1.85; 2.3.1.86
3OAR180_1,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),3ooctdACP_h + h_h + nadph_h <-> 3hoctaACP_h + nadp_h,1.1.1.100
3OAR40_1,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),actACP_h + h_h + nadph_h <-> 3hbutACP_h + nadp_h,1.1.1.100; 2.3.1.-; 2.3.1.85; 2.3.1.86
3OAR80_1,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),3ooctACP_h + h_h + nadph_h <-> 3hoctACP_h + nadp_h,1.1.1.100; 2.3.1.-; 2.3.1.85; 2.3.1.86
3OAS100_1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0),malACP_h + ocACP_h <-> 3odecACP_h + ACP_h + co2_h,2.3.1.86
3OAS140_1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0),ddcaACP_h + malACP_h <-> 3omrsACP_h + ACP_h + co2_h,2.3.1.86
3OAS180_1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),malACP_h + palmACP_h <-> 3ooctdACP_h + ACP_h + co2_h,2.3.1.41
3OAS60_1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),butACP_h + malACP_h <-> 3ohexACP_h + ACP_h + co2_h,2.3.1.86
3OAS80_1,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),hexACP_h + malACP_h <-> 3ooctACP_h + ACP_h + co2_h,2.3.1.86
ACCOAC_1,Acetyl-CoA carboxylase (biotin-dependent),accoa_h + cbtnCCP_h + h_h <-> btnCCP_h + malcoa_h,6.4.1.2
EAR100x_1,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0),h_h + nadh_h + tdec2eACP_h <-> dcaACP_h + nad_h,2.3.1.-
EAR100y_1,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0),h_h + nadph_h + tdec2eACP_h <-> dcaACP_h + nadp_h,2.3.1.86
EAR120x_1,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0),h_h + nadh_h + tddec2eACP_h <-> ddcaACP_h + nad_h,2.3.1.-
EAR140x_1,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0),h_h + nadh_h + tmrs2eACP_h <-> myrsACP_h + nad_h,2.3.1.-
EAR160x_1,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0),h_h + nadh_h + tpalm2eACP_h <-> nad_h + palmACP_h,1.3.1.9
EAR40x_1,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0),but2eACP_h + h_h + nadh_h <-> butACP_h + nad_h,2.3.1.-
EAR60x_1,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0),h_h + nadh_h + thex2eACP_h <-> hexACP_h + nad_h,2.3.1.-
EAR80x_1,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0),h_h + nadh_h + toct2eACP_h <-> nad_h + ocACP_h,2.3.1.-
FA120ACPHi_1,Fatty-acyl-ACP hydrolase (n-C12:0),ddcaACP_h + h2o_h <-> ACP_h + ddca_h + h_h,3.1.2.21
FA160ACPHi_1,Fatty-acyl-ACP hydrolase (n-C16:0),h2o_h + palmACP_h <-> ACP_h + h_h + hdca_h,3.1.2.14
FA161ACPHi_1,Fatty-acyl-ACP hydrolase ((9Z)-n-C16:1),h2o_h + hdeACP_h <-> ACP_h + h_h + hdcea_h,3.1.2.14
FA180ACPHi,Fatty-acyl-ACP hydrolase (n-C18:0),h2o_h + ocdcaACP_h <-> ACP_h + h_h + ocdca_h,3.1.2.14
FA80ACPHi_1,Fatty-acyl-ACP hydrolase (n-C8:0),h2o_h + ocACP_h <-> ACP_h + h_h + octa_h,3.1.2.21
MCOATA_1,Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase,ACP_h + malcoa_h <-> coa_h + malACP_h,2.3.1.-; 2.3.1.0; 2.3.1.39; 2.3.1.85; 2.3.1.86
ACACT2m,Acetyl-CoA C-acyltransferase (C6:0),accoa_m + btcoa_m <-> 3ohcoa_m + coa_m,2.3.1.16; 2.3.1.9
ACACT7m,Acetyl-CoA C-acyltransferase (C16:0),accoa_m + tdcoa_m <-> 3ohdcoa_m + coa_m,2.3.1.155; 2.3.1.16; 2.3.1.9
ACOAR2m,Trans-2-enoyl-CoA reductase (NADPH) (C6:0),h_m + hx2coa_m + nadph_m <-> hxcoa_m + nadp_m,1.3.1.8
ACOAR4m,Trans-2-enoyl-CoA reductase (NADPH) (C10:0),dc2coa_m + h_m + nadph_m <-> dcacoa_m + nadp_m,1.3.1.8
ACOAR6m,Trans-2-enoyl-CoA reductase (NADPH) (C14:0),h_m + nadph_m + td2coa_m <-> nadp_m + tdcoa_m,1.3.1.38; 1.3.1.8
ACOAR7m,Trans-2-enoyl-CoA reductase (NADPH) (C16:0),h_m + hdd2coa_m + nadph_m <-> nadp_m + pmtcoa_m,1.3.1.38; 1.3.1.8
ECOAH3m,Enoyl-CoA hydratase (C8:0),3hocoa_m <-> h2o_m + oc2coa_m,4.2.1.17; 4.2.1.74
ECOAH4m,Enoyl-CoA hydratase (C10:0),3hdcoa_m <-> dc2coa_m + h2o_m,4.2.1.17; 4.2.1.74
ECOAH5m,Enoyl-CoA hydratase (C12:0),3hddcoa_m <-> dd2coa_m + h2o_m,4.2.1.17; 4.2.1.74
ECOAH6m,Enoyl-CoA hydratase (C14:0),3htdcoa_m <-> h2o_m + td2coa_m,4.2.1.17; 4.2.1.74
HACD2m,3-hydroxyacyl-CoA dehydrogenase (C6:0),3ohcoa_m + h_m + nadh_m <-> 3hhcoa_m + nad_m,1.1.1.211; 1.1.1.35
HACD3m,3-hydroxyacyl-CoA dehydrogenase (C8:0),3oocoa_m + h_m + nadh_m <-> 3hocoa_m + nad_m,1.1.1.211; 1.1.1.35
HACD6m,3-hydroxyacyl-CoA dehydrogenase (C14:0),3otdcoa_m + h_m + nadh_m <-> 3htdcoa_m + nad_m,1.1.1.211; 1.1.1.35
ACACT3,Hexanoyl-CoA:acetyl-CoA C-acyltransferase,3oocoa_x + coa_x <-> accoa_x + hxcoa_x,2.3.1.9
ACOA160OR,Palmitoyl-CoA:oxygen 2-oxidoreductase,fad_x + pmtcoa_x <-> fadh2_x + hdd2coa_x,1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.8.9; 1.3.99.-; 1.3.99.3
ACOA60OR,"Hexanoyl-CoA:(acceptor) 2,3-oxidoreductase",fad_x + hxcoa_x <-> fadh2_x + hx2coa_x,1.3.99.3
ACOA80OR,Octanoyl-CoA:oxygen 2-oxidoreductase,fad_x + occoa_x <-> fadh2_x + oc2coa_x,1.3.3.6; 1.3.8.7; 1.3.8.8; 1.3.99.-; 1.3.99.3
ECOAH2_1,(S)-Hydroxyhexanoyl-CoA hydro-lyase,h2o_x + hx2coa_x <-> 3hhcoa_x,4.2.1.17; 4.2.1.74
HACD3_1,(S)-hydroxyoctanoyl-CoA:NAD oxidoreductase,3hocoa_x + nad_x <-> 3oocoa_x + h_x + nadh_x,1.1.1.211; 1.1.1.35
DHFOR,Dihydrofolate:NAD+ oxidoreductase,fol_c + h_c + nadh_c <-> dhf_c + nad_c,1.5.1.3
DNTPPA_1,Dihydroneopterin triphosphate pyrophosphatase,ahdt_c + h2o_c <-> dhpmp_c + ppi_c,3.6.1.67
FOLD3_1,"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase",2ahhmd_c + 4abz_c <-> dhpt_c + h_c + ppi_c,2.5.1.15
THFGLUH,Gamma-glutamyl hydrolase,h2o_c + thfglu_c <-> glu__L_c + h_c + thf_c,3.4.17.11
THFGLUS_1,Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming),atp_c + glu__L_c + thf_c <-> adp_c + pi_c + thfglu_c,6.3.2.17
THFOR1,"5,6,7,8-Tetrahydrofolate:NAD+ oxidoreductase",fol_c + 2.0 h_c + 2.0 nadh_c <-> 2.0 nad_c + thf_c,1.5.1.3
THFOR2,"5,6,7,8-Tetrahydrofolate:NADP+ oxidoreductase",fol_c + 2.0 h_c + 2.0 nadph_c <-> 2.0 nadp_c + thf_c,1.5.1.3
AF1PT,ATP:D-fructose 1-phosphotransferase,atp_h + fru_B_h <-> adp_h + f1p_h + h_h,2.7.1.3
AGAKI,Alpha-D-Glucose aldose-ketose-isomerase,Glc_aD_h <-> fru_B_h,5.3.1.7
BFBP,"Beta-D-Fructose 1,6-bisphosphate 1-phosphohydrolase",fdp_B_c + h2o_c <-> f6p_B_c + pi_c,3.1.3.11
BFBPh,"Beta-D-Fructose 1,6-bisphosphate 1-phosphohydrolase, chloroplast",fdp_B_h + h2o_h <-> f6p_B_h + pi_h,3.1.3.11
FBPPH,"D-Fructose-2,6-bisphosphate 2-phosphohydrolase",f26bp_c + h2o_c <-> f6p_B_c + pi_c,3.1.3.46
MPAKI,D-mannose-6-phosphate aldose-ketose-isomerase,man6p_c <-> f6p_B_c,5.3.1.8
AGMIS,1-alpha-D-Galactosyl-myo-inositol:sucrose,1Dgali_c + sucr_c <-> inost_c + raffin_c,2.4.1.82
EMGH,Epimelibiose galactohydrolase,epm_h + h2o_h <-> gal_h + man_h,3.2.1.22
GALKh,"Galactokinase, chloroplast",atp_h + gal_h <-> adp_h + gal1p_h + h_h,2.7.1.6
GALO,Galactose oxidase,gal_n + h2o_n + o2_n <-> galctn__D_n + h_n + h2o2_n,1.1.3.9
LCGH,Lactose galactohydrolase,h2o_h + lcts_h <-> gal_h + Glc_aD_h,3.2.1.108; 3.2.1.23
MGHB,Melibiose galactohydrolase (glc-B),h2o_h + melib_h <-> gal_h + glc__bD_h,3.2.1.22
MTGH,Manninotriose galactohydrolase,h2o_h + mnt_h <-> gal_h + melib_h,3.2.1.22
SYGH,Stachyose galactohydrolase,h2o_h + stys_h <-> gal_h + raffin_h,3.2.1.22; 3.2.1.26
ARGDh,"Arginine decarboxylase, chloroplast",glu__L_h + h_h <-> 4abut_h + co2_h,4.1.1.15
GDR_nadp_h,"Glutathione-disulfide reductase (NADP), chloroplast",gthox_h + h_h + nadph_h <-> 2.0 gthrd_h + nadp_h,1.8.1.7
GDRh,"Glutathione-disulfide reductase, chloroplast",gthox_h + h_h + nadh_h <-> 2.0 gthrd_h + nad_h,1.8.1.7
GLUS_ferr,Glutamate synthase (ferrodoxin dependent),akg_h + 2.0 fdxrd_h + gln__L_h <-> 2.0 fdxox_h + 2.0 glu__L_h + 2.0 h_h,1.4.7.1
GCL,Glutamate---cysteine ligase,atp_h + cys__L_h + glu__L_h <-> adp_h + glucys_h + h_h + pi_h,6.3.2.2
AGPAT160h,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0) (ACP substrate),1hdecg3p_h + palmACP_h <-> ACP_h + pa160_h,2.3.1.51
G3PAT160_1,Glycerol-3-phosphate: acyl-coa acyltransferase (16:0),glyc3p_c + pmtcoa_c <-> 1hdecg3p_c + coa_c,2.3.1.15
G3PAT160h,Glycerol-3-phosphate acyltransferase (C16:0),glyc3p_h + palmACP_h <-> 1hdecg3p_h + ACP_h,2.3.1.15
G3PAT180h,Glycerol-3-phosphate acyltransferase (C18:0),glyc3p_h + ocdcaACP_h <-> 1odecg3p_h + ACP_h,2.3.1.15
G3PAT181h,Glycerol-3-phosphate acyltransferase ((11Z)-C18:1),glyc3p_h + octeACP_h <-> 1odec11eg3p_h + ACP_h,2.3.1.15
PAPA160h,Phosphatidate phosphatase (n-C16:0),h2o_h + pa160_h <-> 12dgr160_h + pi_h,3.1.3.4
UDPSQS,UDP-sulfoquinovose synthase,so3_h + udpg_h <-> h2o_h + udpsq_h,3.13.1.1
G3PO,Glycerol-3-phosphate oxidase,dhap_h + h2o2_h <-> glyc3p_h + o2_h,1.1.3.21
SERDC,Serine decarboxylase,h_c + ser__L_c <-> co2_c + etha_c,4.1.1
AOBUTDxs,L-2-amino-3-oxobutanoate decarboxylation (spontaneous),2aobut_x + h_x <-> aact_x + co2_x,1.1.1.381
GLYCDH_1,"Glycerate dehydrogenase, mitochondrial",h_m + hpyr_m + nadh_m <-> glyc__R_m + nad_m,1.1.1.26; 1.1.1.29; 1.1.1.81
PGLYDH,Phosphoglycerate dehydrogenase,3pg_h + nad_h <-> 3php_h + h_h + nadh_h,1.1.1.95
PSAT,Phosphoserine aminotransferase,3php_h + glu__L_h <-> akg_h + pser__L_h,2.6.1.52
SGAT,Serine--glyoxylate aminotransferase,glx_m + ser__L_m <-> gly_m + hpyr_m,2.6.1.45
THRAL,Threonine ammonia-lyase (serine),ser__L_h <-> nh4_h + pyr_h,4.3.1.15; 4.3.1.17; 4.3.1.19
ASADH,Aspartate-semialdehyde dehydrogenase,4pasp_h + h_h + nadph_h <-> aspsa_h + nadp_h + pi_h,1.2.1.11
HSDH,Homoserine dehydrogenase,aspsa_h + h_h + nadph_h <-> hom__L_h + nadp_h,1.1.1.3
A1E,Aldose 1-epimerase,Glc_aD_c <-> glc__bD_c,5.1.3.3
ENOf,"Enolase, flagellar",2pg_f <-> h2o_f + pep_f,4.2.1.11
FBAh,Fructose-bisphosphate aldolase,fdp_B_h <-> dhap_h + g3p_h,4.1.2.13
G6PI_1,Glucose-6-phosphate isomerase,g6p_A_c <-> g6p_B_c,5.1.3.15; 5.3.1.9
GAPDHh,Glyceraldehyde 3-phosphate dehydrogenase (NAD),g3p_h + nad_h + pi_h <-> 13dpg_h + h_h + nadh_h,1.2.1.12; 1.2.1.59
PFKh,Phosphofructokinase,atp_h + f6p_B_h <-> adp_h + fdp_B_h + h_h,2.7.1.11
PGCM,Phosphoglucomutase,g1p_c <-> g6p_A_c,5.4.2.2; 5.4.2.5
PGIAh,"Glucose-6-phosphate isomerase, chloroplast (g6p-A)",g6p_A_h <-> f6p_B_h,5.3.1.9
PGMf,"Phosphoglycerate mutase, flagellar",3pg_f <-> 2pg_f,5.4.2.1; 5.4.2.11; 5.4.2.12
PGMm,"Phosphoglycerate mutase, mitochondria",3pg_m <-> 2pg_m,5.4.2.1; 5.4.2.11; 5.4.2.12
PDHam2hi,"Pyruvate dehydrogenase (lipoamide), chloroplast irreversible",2ahethmpp_h + lpam_h <-> adhlam_h + thmpp_h,1.2.4.1
PDHam2mi,"Pyruvate dehydrogenase (lipoamide), mitochondrial irreversible",2ahethmpp_m + lpam_m <-> adhlam_m + thmpp_m,1.2.4.1
PDHe2hr,"Pyruvate dehydrogenase (dihydrolipoamide acetyltransferase), chloroplast",adhlam_h + coa_h <-> accoa_h + dhlam_h,2.3.1.12; 2.3.1.168
PDHe2r,Pyruvate dehydrogenase (dihydrolipoamide acetyltransferase),adhlam_m + coa_m <-> accoa_m + dhlam_m,2.3.1.12; 2.3.1.168
PGKf,"Phosphoglycerate kinase, flagellar",13dpg_f + adp_f <-> 3pg_f + atp_f,2.7.2.3
PGKh,"Phosphoglycerate kinase, chloroplast",13dpg_h + adp_h <-> 3pg_h + atp_h,2.7.2.3
PYKf,"Pyruvate kinase, flagellar",adp_f + h_f + pep_f <-> atp_f + pyr_f,2.7.1.40
TPIh,Triosephosphate isomerase,dhap_h <-> g3p_h,5.3.1.1
PDCm,Pyruvate decarboxylase,2ahethmpp_m <-> acald_m + thmpp_m,4.1.1.1
FORAMDx,"Formamidase, glyoxysomal",frmd_x + h2o_x <-> for_x + nh4_x,3.5.1.49
HOXPRm,2-hydroxy-3-oxopropionate reductase,glyc__R_m + nad_m <-> 2h3oppan_m + h_m + nadh_m,1.1.1; 1.1.1.60
ICL_1,Isocitrate lyase,icit_m <-> glx_m + succ_m,4.1.3.1
MALSh,"Malate synthase, chloroplast",accoa_h + glx_h + h2o_h <-> coa_h + h_h + mal__L_h,2.3.3.9
MALSm,"Malate synthase, mitochondrial",accoa_m + glx_m + h2o_m <-> coa_m + h_m + mal__L_m,2.3.3.9
AO,Amine oxidase,h2o_c + hista_c + o2_c <-> h_c + h2o2_c + im4act_c + nh4_c,1.4.3.22; 1.4.3.6
AOOAh,"5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase, chloroplast",akg_h + hisp_h <-> glu__L_h + imacp_h,2.6.1.9
HDH,"Histidinol dehydrogenase, cytosol",h2o_c + histd_c + 2.0 nad_c <-> 4.0 h_c + his__L_c + 2.0 nadh_c,1.1.1.23
HDHh,"Histidinol dehydrogenase, chloroplast",h2o_h + histd_h + 2.0 nad_h <-> 3.0 h_h + his__L_h + 2.0 nadh_h,1.1.1.23
HP,"Histidinol-phosphatase, cytosol",h_c + h2o_c + hisp_c <-> histd_c + pi_c,3.1.3.15
IGPDh,"Imidazoleglycerol-phosphate dehydratase, chloroplast",eig3p_h <-> h2o_h + imacp_h,4.2.1.19
IMGPSh,"Imizadole glycerol phosphate synthase, chloroplast",gln__L_h + prlp_h <-> aicar_h + eig3p_h + glu__L_h + h_h,2.4.2.-; 4.1.3.-; 4.3.2.
PRADPh,"Phosphoribosyl-ATP diphosphatase, chloroplast",h2o_h + prbatp_h <-> 4.0 h_h + ppi_h + prbamp_h,3.6.1.31
IBPHn,"D-myo-Inositol-3,4-bisphosphate 4-phosphohydrolase, nucleus",h2o_n + mi34p_n <-> mi3p__D_n + pi_n,3.1.3.66
